train_no,train_name,journey_date,day_of_week,is_holiday,season,station_code,station_name,lat,lon,seq,distance_km,scheduled_arrival,scheduled_departure,historical_avg_delay_min,simulated_delay_min,simulated_cancelled_flag,previous_station_delay,distance_remaining,number_of_stops_remaining,temperature_c,precipitation_mm,visibility_m
11013,COIMBATORE E,2023-01-01,Sunday,False,Winter,GTL,GUNTAKAL JN.,15.17556,77.36661099999999,17,819.0,13:55:00,14:00:00,29.0,21.5,False,19.8,699.0,18,25.4,0.0,
11013,COIMBATORE E,2023-01-01,Sunday,False,Winter,GY,GOOTY JN.,15.149208,77.625823,18,847.0,14:29:00,14:30:00,10.0,11.3,False,21.5,671.0,17,25.2,0.0,
11013,COIMBATORE E,2023-01-01,Sunday,False,Winter,KLU,KALLURU,14.924474,77.581419,19,876.0,14:59:00,15:00:00,10.0,9.1,False,11.3,642.0,16,24.9,0.0,
11013,COIMBATORE E,2023-01-01,Sunday,False,Winter,ATP,ANANTAPUR,14.686478,77.59531199999999,20,904.0,15:34:00,15:35:00,28.0,5.1,False,9.1,614.0,15,24.8,0.0,
11013,COIMBATORE E,2023-01-01,Sunday,False,Winter,DMM,DHARMAVARAM,14.424369,77.717115,21,938.0,16:45:00,16:50:00,18.0,3.9,False,5.1,580.0,14,24.8,0.0,
11013,COIMBATORE E,2023-01-01,Sunday,False,Winter,SSPN,SRI SATYA SA,14.160468,77.757559,22,970.0,17:26:00,17:28:00,0.0,83.4,False,3.9,548.0,13,24.4,0.0,
11013,COIMBATORE E,2023-01-01,Sunday,False,Winter,HUP,HINDUPUR,13.819144,77.500362,23,1028.0,18:18:00,18:20:00,0.0,32.0,False,83.4,490.0,12,22.3,0.0,
11013,COIMBATORE E,2023-01-01,Sunday,False,Winter,GBD,GAURIBIDANUR,13.613081,77.512781,24,1051.0,18:44:00,18:45:00,0.0,33.2,False,32.0,467.0,11,22.3,0.0,
11013,COIMBATORE E,2023-01-01,Sunday,False,Winter,BNCE,BANGALORE EA,13.00148,77.6184701,25,1131.0,21:09:00,21:10:00,10.0,26.1,False,33.2,387.0,10,20.4,0.0,
11013,COIMBATORE E,2023-01-01,Sunday,False,Winter,SBC,KRANTIVIRA S,12.977595,77.56808299999999,26,1138.0,21:50:00,22:10:00,14.0,19.1,False,26.1,380.0,9,20.7,0.0,
11013,COIMBATORE E,2023-01-01,Sunday,False,Winter,BNC,BANGALORE CA,12.9936735,77.59932690000001,27,1142.0,22:18:00,22:20:00,30.0,77.9,False,19.1,376.0,8,20.7,0.0,
11013,COIMBATORE E,2023-01-01,Sunday,False,Winter,HSRA,HOSUR,12.717606,77.822839,28,1197.0,23:14:00,23:15:00,0.0,30.9,False,77.9,321.0,7,20.7,0.0,
11013,COIMBATORE E,2023-01-01,Sunday,False,Winter,DPJ,DHARMAPURI,12.126595,78.154742,29,1289.0,00:43:00,00:45:00,61.0,124.4,False,30.9,229.0,6,21.7,0.0,
11013,COIMBATORE E,2023-01-01,Sunday,False,Winter,OML,OMALUR,11.7385543,78.04678001590001,30,1344.0,03:09:00,03:10:00,10.0,63.6,False,124.4,174.0,5,23.3,0.0,
11013,COIMBATORE E,2023-01-01,Sunday,False,Winter,SA,SALEM JN.,11.671726,78.113415,31,1355.0,03:35:00,03:40:00,0.0,78.6,False,63.6,163.0,4,24.6,0.0,
11013,COIMBATORE E,2023-01-01,Sunday,False,Winter,ED,ERODE JN.,11.327682,77.72593400000001,32,1415.0,04:40:00,04:45:00,26.0,84.8,False,78.6,103.0,3,25.5,0.0,
11013,COIMBATORE E,2023-01-01,Sunday,False,Winter,TUP,TIRUPPUR,11.108906,77.341247,33,1465.0,05:28:00,05:30:00,31.0,74.7,False,84.8,53.0,2,25.6,0.0,
11013,COIMBATORE E,2023-01-01,Sunday,False,Winter,CBE,COIMBATORE,10.997639,76.966298,34,1515.0,07:15:00,07:15:00,0.0,31.4,False,74.7,3.0,1,24.0,0.0,
11013,COIMBATORE EXP ,2023-01-01,Sunday,False,Winter,CBE,COIMBATORE JN  ,10.997639,76.966298,35,1518.0,07:00:00,00:00:00,0.0,20.1,False,31.4,0.0,0,24.0,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,LTT,LOKMANYA TIL,19.07032,72.89173899999999,1,0.0,22:35:00,22:35:00,0.0,29.5,False,0.0,1518.0,34,23.3,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,TNA,THANE,19.185757,72.97541700000001,2,17.0,22:53:00,22:55:00,26.0,12.6,False,29.5,1501.0,33,23.9,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,KYN,KALYAN JN,19.234716,73.12974,3,37.0,23:15:00,23:18:00,30.0,18.8,False,12.6,1481.0,32,24.0,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,PUNE,PUNE JN.,18.529378,73.873086,4,175.0,01:50:00,01:55:00,0.0,63.6,False,18.8,1343.0,31,20.4,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,KWV,KURDUVADI JN,18.091348,75.41711799999999,5,362.0,04:33:00,04:35:00,60.0,58.8,False,63.6,1156.0,30,22.3,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,SUR,SOLAPUR,17.664496,75.893401,6,441.0,06:25:00,06:35:00,51.0,62.9,False,58.8,1077.0,29,23.3,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,DUD,DUDHANI,17.362420999999998,76.37871,7,504.0,07:38:00,07:40:00,63.0,77.4,False,62.9,1014.0,28,21.1,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,GUR,GANGAPUR ROA,17.340443,76.5903,8,527.0,08:08:00,08:10:00,67.0,110.6,False,77.4,991.0,27,21.0,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,GR,GULBARGA,17.314372,76.82443799999999,9,554.0,08:45:00,08:48:00,10.0,123.5,False,110.6,964.0,26,21.0,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,SDB,SHAHABAD,17.121662999999998,76.943513,10,580.0,09:13:00,09:15:00,54.0,63.7,False,123.5,938.0,25,20.2,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,WADI,WADI JN.,17.054312,76.99154999999999,11,590.0,09:55:00,10:00:00,26.0,29.9,False,63.7,928.0,24,20.2,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,YG,YADGIR,16.744396,77.13036600000001,12,629.0,10:28:00,10:30:00,31.0,11.7,False,29.9,889.0,23,21.3,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,KSN,KRISHNA,16.409324,77.328563,13,672.0,10:58:00,11:00:00,29.0,24.6,False,11.7,846.0,22,21.3,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,RC,RAICHUR,16.192441000000002,77.339165,14,698.0,11:38:00,11:40:00,28.0,22.7,False,24.6,820.0,21,21.0,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,MALM,MANTHRALAYAM,15.949035,77.299196,15,726.0,12:09:00,12:10:00,31.0,76.3,False,22.7,792.0,20,21.3,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,AD,ADONI,15.617035,77.27485,16,767.0,12:49:00,12:50:00,36.0,41.7,False,76.3,751.0,19,22.2,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,GTL,GUNTAKAL JN.,15.17556,77.36661099999999,17,819.0,13:55:00,14:00:00,29.0,23.6,False,41.7,699.0,18,22.2,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,GY,GOOTY JN.,15.149208,77.625823,18,847.0,14:29:00,14:30:00,10.0,14.1,False,23.6,671.0,17,21.9,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,KLU,KALLURU,14.924474,77.581419,19,876.0,14:59:00,15:00:00,10.0,7.8,False,14.1,642.0,16,22.1,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,ATP,ANANTAPUR,14.686478,77.59531199999999,20,904.0,15:34:00,15:35:00,28.0,10.0,False,7.8,614.0,15,22.2,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,DMM,DHARMAVARAM,14.424369,77.717115,21,938.0,16:45:00,16:50:00,18.0,12.8,False,10.0,580.0,14,21.9,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,SSPN,SRI SATYA SA,14.160468,77.757559,22,970.0,17:26:00,17:28:00,0.0,10.9,False,12.8,548.0,13,21.5,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,HUP,HINDUPUR,13.819144,77.500362,23,1028.0,18:18:00,18:20:00,0.0,4.9,False,10.9,490.0,12,20.1,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,GBD,GAURIBIDANUR,13.613081,77.512781,24,1051.0,18:44:00,18:45:00,0.0,28.7,False,4.9,467.0,11,19.6,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,BNCE,BANGALORE EA,13.00148,77.6184701,25,1131.0,21:09:00,21:10:00,10.0,20.4,False,28.7,387.0,10,18.1,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,SBC,KRANTIVIRA S,12.977595,77.56808299999999,26,1138.0,21:50:00,22:10:00,14.0,16.6,False,20.4,380.0,9,18.4,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,BNC,BANGALORE CA,12.9936735,77.59932690000001,27,1142.0,22:18:00,22:20:00,30.0,9.3,False,16.6,376.0,8,18.4,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,HSRA,HOSUR,12.717606,77.822839,28,1197.0,23:14:00,23:15:00,0.0,26.1,False,9.3,321.0,7,17.6,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,DPJ,DHARMAPURI,12.126595,78.154742,29,1289.0,00:43:00,00:45:00,61.0,121.7,False,26.1,229.0,6,19.7,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,OML,OMALUR,11.7385543,78.04678001590001,30,1344.0,03:09:00,03:10:00,10.0,93.2,False,121.7,174.0,5,21.7,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,SA,SALEM JN.,11.671726,78.113415,31,1355.0,03:35:00,03:40:00,0.0,42.4,False,93.2,163.0,4,22.3,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,ED,ERODE JN.,11.327682,77.72593400000001,32,1415.0,04:40:00,04:45:00,26.0,22.7,False,42.4,103.0,3,23.8,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,TUP,TIRUPPUR,11.108906,77.341247,33,1465.0,05:28:00,05:30:00,31.0,30.9,False,22.7,53.0,2,23.8,0.0,
11013,COIMBATORE E,2023-01-10,Tuesday,False,Winter,CBE,COIMBATORE,10.997639,76.966298,34,1515.0,07:15:00,07:15:00,0.0,25.3,False,30.9,3.0,1,22.7,0.0,
11013,COIMBATORE EXP ,2023-01-10,Tuesday,False,Winter,CBE,COIMBATORE JN  ,10.997639,76.966298,35,1518.0,07:00:00,00:00:00,0.0,10.9,False,25.3,0.0,0,22.7,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,LTT,LOKMANYA TIL,19.07032,72.89173899999999,1,0.0,22:35:00,22:35:00,0.0,9.0,False,0.0,1518.0,34,20.1,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,TNA,THANE,19.185757,72.97541700000001,2,17.0,22:53:00,22:55:00,26.0,6.3,False,9.0,1501.0,33,20.5,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,KYN,KALYAN JN,19.234716,73.12974,3,37.0,23:15:00,23:18:00,30.0,85.6,False,6.3,1481.0,32,21.0,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,PUNE,PUNE JN.,18.529378,73.873086,4,175.0,01:50:00,01:55:00,0.0,86.9,False,85.6,1343.0,31,20.8,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,KWV,KURDUVADI JN,18.091348,75.41711799999999,5,362.0,04:33:00,04:35:00,60.0,150.2,False,86.9,1156.0,30,24.3,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,SUR,SOLAPUR,17.664496,75.893401,6,441.0,06:25:00,06:35:00,51.0,63.6,False,150.2,1077.0,29,25.4,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,DUD,DUDHANI,17.362420999999998,76.37871,7,504.0,07:38:00,07:40:00,63.0,69.0,False,63.6,1014.0,28,24.0,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,GUR,GANGAPUR ROA,17.340443,76.5903,8,527.0,08:08:00,08:10:00,67.0,135.1,False,69.0,991.0,27,23.4,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,GR,GULBARGA,17.314372,76.82443799999999,9,554.0,08:45:00,08:48:00,10.0,101.3,False,135.1,964.0,26,22.6,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,SDB,SHAHABAD,17.121662999999998,76.943513,10,580.0,09:13:00,09:15:00,54.0,115.9,False,101.3,938.0,25,22.4,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,WADI,WADI JN.,17.054312,76.99154999999999,11,590.0,09:55:00,10:00:00,26.0,46.5,False,115.9,928.0,24,22.5,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,YG,YADGIR,16.744396,77.13036600000001,12,629.0,10:28:00,10:30:00,31.0,80.7,False,46.5,889.0,23,22.5,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,KSN,KRISHNA,16.409324,77.328563,13,672.0,10:58:00,11:00:00,29.0,31.7,False,80.7,846.0,22,22.8,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,RC,RAICHUR,16.192441000000002,77.339165,14,698.0,11:38:00,11:40:00,28.0,24.0,False,31.7,820.0,21,23.1,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,MALM,MANTHRALAYAM,15.949035,77.299196,15,726.0,12:09:00,12:10:00,31.0,75.5,False,24.0,792.0,20,23.9,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,AD,ADONI,15.617035,77.27485,16,767.0,12:49:00,12:50:00,36.0,104.2,False,75.5,751.0,19,24.3,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,GTL,GUNTAKAL JN.,15.17556,77.36661099999999,17,819.0,13:55:00,14:00:00,29.0,47.1,False,104.2,699.0,18,23.7,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,GY,GOOTY JN.,15.149208,77.625823,18,847.0,14:29:00,14:30:00,10.0,22.2,False,47.1,671.0,17,23.6,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,KLU,KALLURU,14.924474,77.581419,19,876.0,14:59:00,15:00:00,10.0,34.0,False,22.2,642.0,16,23.3,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,ATP,ANANTAPUR,14.686478,77.59531199999999,20,904.0,15:34:00,15:35:00,28.0,18.4,False,34.0,614.0,15,23.7,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,DMM,DHARMAVARAM,14.424369,77.717115,21,938.0,16:45:00,16:50:00,18.0,12.5,False,18.4,580.0,14,23.2,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,SSPN,SRI SATYA SA,14.160468,77.757559,22,970.0,17:26:00,17:28:00,0.0,52.7,False,12.5,548.0,13,23.0,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,HUP,HINDUPUR,13.819144,77.500362,23,1028.0,18:18:00,18:20:00,0.0,70.5,False,52.7,490.0,12,21.6,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,GBD,GAURIBIDANUR,13.613081,77.512781,24,1051.0,18:44:00,18:45:00,0.0,70.3,False,70.5,467.0,11,21.4,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,BNCE,BANGALORE EA,13.00148,77.6184701,25,1131.0,21:09:00,21:10:00,10.0,30.6,False,70.3,387.0,10,19.7,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,SBC,KRANTIVIRA S,12.977595,77.56808299999999,26,1138.0,21:50:00,22:10:00,14.0,12.0,False,30.6,380.0,9,20.1,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,BNC,BANGALORE CA,12.9936735,77.59932690000001,27,1142.0,22:18:00,22:20:00,30.0,38.8,False,12.0,376.0,8,20.1,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,HSRA,HOSUR,12.717606,77.822839,28,1197.0,23:14:00,23:15:00,0.0,102.9,False,38.8,321.0,7,19.7,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,DPJ,DHARMAPURI,12.126595,78.154742,29,1289.0,00:43:00,00:45:00,61.0,65.5,False,102.9,229.0,6,20.6,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,OML,OMALUR,11.7385543,78.04678001590001,30,1344.0,03:09:00,03:10:00,10.0,36.8,False,65.5,174.0,5,23.3,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,SA,SALEM JN.,11.671726,78.113415,31,1355.0,03:35:00,03:40:00,0.0,80.5,False,36.8,163.0,4,23.6,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,ED,ERODE JN.,11.327682,77.72593400000001,32,1415.0,04:40:00,04:45:00,26.0,46.6,False,80.5,103.0,3,25.0,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,TUP,TIRUPPUR,11.108906,77.341247,33,1465.0,05:28:00,05:30:00,31.0,19.6,False,46.6,53.0,2,25.2,0.0,
11013,COIMBATORE E,2023-01-16,Monday,False,Winter,CBE,COIMBATORE,10.997639,76.966298,34,1515.0,07:15:00,07:15:00,0.0,21.8,False,19.6,3.0,1,24.1,0.0,
11013,COIMBATORE EXP ,2023-01-16,Monday,False,Winter,CBE,COIMBATORE JN  ,10.997639,76.966298,35,1518.0,07:00:00,00:00:00,0.0,13.4,False,21.8,0.0,0,24.1,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,LTT,LOKMANYA TIL,19.07032,72.89173899999999,1,0.0,22:35:00,22:35:00,0.0,4.9,False,0.0,1518.0,34,21.0,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,TNA,THANE,19.185757,72.97541700000001,2,17.0,22:53:00,22:55:00,26.0,23.2,False,4.9,1501.0,33,21.0,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,KYN,KALYAN JN,19.234716,73.12974,3,37.0,23:15:00,23:18:00,30.0,21.7,False,23.2,1481.0,32,21.5,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,PUNE,PUNE JN.,18.529378,73.873086,4,175.0,01:50:00,01:55:00,0.0,79.6,False,21.7,1343.0,31,21.1,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,KWV,KURDUVADI JN,18.091348,75.41711799999999,5,362.0,04:33:00,04:35:00,60.0,137.2,False,79.6,1156.0,30,24.7,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,SUR,SOLAPUR,17.664496,75.893401,6,441.0,06:25:00,06:35:00,51.0,130.9,False,137.2,1077.0,29,25.0,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,DUD,DUDHANI,17.362420999999998,76.37871,7,504.0,07:38:00,07:40:00,63.0,72.3,False,130.9,1014.0,28,23.7,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,GUR,GANGAPUR ROA,17.340443,76.5903,8,527.0,08:08:00,08:10:00,67.0,67.0,False,72.3,991.0,27,23.1,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,GR,GULBARGA,17.314372,76.82443799999999,9,554.0,08:45:00,08:48:00,10.0,33.0,False,67.0,964.0,26,22.9,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,SDB,SHAHABAD,17.121662999999998,76.943513,10,580.0,09:13:00,09:15:00,54.0,39.8,False,33.0,938.0,25,23.0,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,WADI,WADI JN.,17.054312,76.99154999999999,11,590.0,09:55:00,10:00:00,26.0,87.7,False,39.8,928.0,24,23.1,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,YG,YADGIR,16.744396,77.13036600000001,12,629.0,10:28:00,10:30:00,31.0,43.1,False,87.7,889.0,23,23.1,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,KSN,KRISHNA,16.409324,77.328563,13,672.0,10:58:00,11:00:00,29.0,26.0,False,43.1,846.0,22,24.1,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,RC,RAICHUR,16.192441000000002,77.339165,14,698.0,11:38:00,11:40:00,28.0,40.0,False,26.0,820.0,21,24.4,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,MALM,MANTHRALAYAM,15.949035,77.299196,15,726.0,12:09:00,12:10:00,31.0,52.2,False,40.0,792.0,20,25.3,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,AD,ADONI,15.617035,77.27485,16,767.0,12:49:00,12:50:00,36.0,35.3,False,52.2,751.0,19,25.1,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,GTL,GUNTAKAL JN.,15.17556,77.36661099999999,17,819.0,13:55:00,14:00:00,29.0,26.3,False,35.3,699.0,18,24.2,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,GY,GOOTY JN.,15.149208,77.625823,18,847.0,14:29:00,14:30:00,10.0,17.4,False,26.3,671.0,17,24.6,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,KLU,KALLURU,14.924474,77.581419,19,876.0,14:59:00,15:00:00,10.0,14.9,False,17.4,642.0,16,25.0,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,ATP,ANANTAPUR,14.686478,77.59531199999999,20,904.0,15:34:00,15:35:00,28.0,10.6,False,14.9,614.0,15,24.9,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,DMM,DHARMAVARAM,14.424369,77.717115,21,938.0,16:45:00,16:50:00,18.0,6.7,False,10.6,580.0,14,24.7,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,SSPN,SRI SATYA SA,14.160468,77.757559,22,970.0,17:26:00,17:28:00,0.0,2.5,False,6.7,548.0,13,24.0,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,HUP,HINDUPUR,13.819144,77.500362,23,1028.0,18:18:00,18:20:00,0.0,55.6,False,2.5,490.0,12,23.2,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,GBD,GAURIBIDANUR,13.613081,77.512781,24,1051.0,18:44:00,18:45:00,0.0,22.3,False,55.6,467.0,11,22.2,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,BNCE,BANGALORE EA,13.00148,77.6184701,25,1131.0,21:09:00,21:10:00,10.0,18.8,False,22.3,387.0,10,20.1,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,SBC,KRANTIVIRA S,12.977595,77.56808299999999,26,1138.0,21:50:00,22:10:00,14.0,12.8,False,18.8,380.0,9,20.4,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,BNC,BANGALORE CA,12.9936735,77.59932690000001,27,1142.0,22:18:00,22:20:00,30.0,46.9,False,12.8,376.0,8,20.4,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,HSRA,HOSUR,12.717606,77.822839,28,1197.0,23:14:00,23:15:00,0.0,101.0,False,46.9,321.0,7,19.8,0.0,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,DPJ,DHARMAPURI,12.126595,78.154742,29,1289.0,00:43:00,00:45:00,61.0,62.6,False,101.0,229.0,6,22.0,0.2,
11013,COIMBATORE E,2023-01-23,Monday,False,Winter,OML,OMALUR,11.7385543,78.04678001590001,30,1344.0,03:09:00,03:10:00,10.0,27.0,False,62.6,174.0,5,23.8,0.9,
